On the Modularity of Elementary Dynamic Actions,"Nah, Moses; Lachner, Johannes; Tessari, Federico; Hogan, Neville",https://arxiv.org/abs/2309.15271,"In this paper, a kinematically modular approach to robot control is presented. The method involves structures called Elementary Dynamic Actions and a network model combining these elements. With this control framework, a rich repertoire of movements can be generated by combination of basic modules. The problems of solving inverse kinematics, managing kinematic singularity and kinematic redundancy are avoided. The modular approach is robust against contact and physical interaction, which makes it particularly effective for contact-rich manipulation. Each kinematic module can be learned by Imitation Learning, thereby resulting in a modular learning strategy for robot control. The theoretical foundations and their real robot implementation are presented. Using a KUKA LBR iiwa14 robot, three tasks were considered: (1) generating a sequence of discrete movements, (2) generating a combination of discrete and rhythmic movements, and (3) a drawing and erasing task. The results obtained indicate that this modular approach has the potential to simplify the generation of a diverse range of robot actions."
DiffusionNOCS: Managing Symmetry and Uncertainty in Sim2Real Multi-Modal Category-level Pose Estimation,"Ikeda, Takuya; Zakharov, Sergey; Ko, Tianyi; Irshad, Muhammad Zubair; Lee, Robert; Liu, Katherine; Ambrus, Rares; Nishiwaki, Koichi",https://arxiv.org/abs/2402.12647,"This paper addresses the challenging problem of category-level pose estimation. Current state-of-the-art methods for this task face challenges when dealing with symmetric objects and when attempting to generalize to new environments solely through synthetic data training. In this work, we address these challenges by proposing a probabilistic model that relies on diffusion to estimate dense canonical maps crucial for recovering partial object shapes as well as establishing correspondences essential for pose estimation. Furthermore, we introduce critical components to enhance performance by leveraging the strength of the diffusion models with multi-modal input representations. We demonstrate the effectiveness of our method by testing it on a range of real datasets. Despite being trained solely on our generated synthetic data, our approach achieves state-of-the-art performance and unprecedented generalization qualities, outperforming baselines, even those specifically trained on the target domain."
P4: Pruning and Prediction-Based Priority Planning,"Yang, Rui; Gupta, Rajiv",,
A Point-Line Features Fusion Method for Fast and Robust Monocular Visual-Inertial Initialization,"Xie, Guoqiang; Chen, Jie; Tang, Tianhang; Chen, Zeyu; Lei, Ling; Liu, Yiguang",,
Adaptive Passivation of Admittance Controllers by Bypassing Power to Null Space on Redundant Manipulators,"Yun, Yeoil; Oh, DongJun; Song, Eun Jeong; Choi, Hyouk Ryeol; Moon, Hyungpil; Koo, Ja Choon",,
EasyHeC++: Fully Automatic Hand-Eye Calibration with Pretrained Image Models,"Chen, Linghao; Zheng, Kangfu; Hong, Zhengdong; Zhou, Xiaowei; Su, Hao",,
Enhanced Language-guided Robot Navigation with Panoramic Semantic Depth Perception and Cross-modal Fusion,"Wang, Liuyi; Tang, Jiagui; He, Zongtao; Dang, Ronghao; Liu, Chengju; Chen, Qijun",,
Active Information Gathering for Long-Horizon Navigation Under Uncertainty by Predicting the Value of Information,"Arnob, Raihan Islam; Stein, Gregory",,
Experience-Learning Inspired Two-Step Reward Method for Efficient Legged Locomotion Learning Towards Natural and Robust Gaits,"Li, Yinghui; Wu, Jinze; Liu, Xin; Guo, Weizhong; Xue, Yufei",https://arxiv.org/abs/2401.12389,"Multi-legged robots offer enhanced stability in complex terrains, yet autonomously learning natural and robust motions in such environments remains challenging. Drawing inspiration from animals' progressive learning patterns, from simple to complex tasks, we introduce a universal two-stage learning framework with two-step reward setting based on self-acquired experience, which efficiently enables legged robots to incrementally learn natural and robust movements. In the first stage, robots learn through gait-related rewards to track velocity on flat terrain, acquiring natural, robust movements and generating effective motion experience data. In the second stage, mirroring animal learning from existing experiences, robots learn to navigate challenging terrains with natural and robust movements using adversarial imitation learning. To demonstrate our method's efficacy, we trained both quadruped robots and a hexapod robot, and the policy were successfully transferred to a physical quadruped robot GO1, which exhibited natural gait patterns and remarkable robustness in various terrains."
Multi-Agent Teamwise Cooperative Path Finding and Traffic Intersection Coordination,"Ren, Zhongqiang; Cai, Yilin; Wang, Hesheng",,
Can Reasons Help Improve Pedestrian Intent Estimation? A Cross-Modal Approach,"Khindkar, Vaishnavi; Balasubramanian, Vineeth; Arora, Chetan; Subramanian, Anbumani; Jawahar, C.V.",,
Representing 3D sparse map points and lines for camera relocalization,"Bui, Bach-Thuan; Bui, Huy Hoang; Tran, Dinh Tuan; Lee, Joo-Ho",https://arxiv.org/abs/2402.18011,"Recent advancements in visual localization and mapping have demonstrated considerable success in integrating point and line features. However, expanding the localization framework to include additional mapping components frequently results in increased demand for memory and computational resources dedicated to matching tasks. In this study, we show how a lightweight neural network can learn to represent both 3D point and line features, and exhibit leading pose accuracy by harnessing the power of multiple learned mappings. Specifically, we utilize a single transformer block to encode line features, effectively transforming them into distinctive point-like descriptors. Subsequently, we treat these point and line descriptor sets as distinct yet interconnected feature sets. Through the integration of self- and cross-attention within several graph layers, our method effectively refines each feature before regressing 3D maps using two simple MLPs. In comprehensive experiments, our indoor localization findings surpass those of Hloc and Limap across both point-based and line-assisted configurations. Moreover, in outdoor scenarios, our method secures a significant lead, marking the most considerable enhancement over state-of-the-art learning-based methodologies. The source code and demo videos of this work are publicly available at: https://thpjp.github.io/pl2map/"
Active propulsion noise shaping for multi-rotor aircraft localization,"Serussi, Gabriele; Shor, Tamir; Hirshberg, Tom; Baskin, Chaim; Bronstein, Alexander",https://arxiv.org/abs/2402.17289,"Multi-rotor aerial autonomous vehicles (MAVs) primarily rely on vision for navigation purposes. However, visual localization and odometry techniques suffer from poor performance in low or direct sunlight, a limited field of view, and vulnerability to occlusions. Acoustic sensing can serve as a complementary or even alternative modality for vision in many situations, and it also has the added benefits of lower system cost and energy footprint, which is especially important for micro aircraft. This paper proposes actively controlling and shaping the aircraft propulsion noise generated by the rotors to benefit localization tasks, rather than considering it a harmful nuisance. We present a neural network architecture for selfnoise-based localization in a known environment. We show that training it simultaneously with learning time-varying rotor phase modulation achieves accurate and robust localization. The proposed methods are evaluated using a computationally affordable simulation of MAV rotor noise in 2D acoustic environments that is fitted to real recordings of rotor pressure fields."
HPHS: Hierarchical Planning based on Hybrid Frontier Sampling for Unknown Environments Exploration,"Long, Shijun; Li, Ying; Wu, Chenming; Xu, Bin; Fan, Wei",https://arxiv.org/abs/2407.10660,"Rapid sampling from the environment to acquire available frontier points and timely incorporating them into subsequent planning to reduce fragmented regions are critical to improve the efficiency of autonomous exploration. We propose HPHS, a fast and effective method for the autonomous exploration of unknown environments. In this work, we efficiently sample frontier points directly from the LiDAR data and the local map around the robot, while exploiting a hierarchical planning strategy to provide the robot with a global perspective. The hierarchical planning framework divides the updated environment into multiple subregions and arranges the order of access to them by considering the overall revenue of the global path. The combination of the hybrid frontier sampling method and hierarchical planning strategy reduces the complexity of the planning problem and mitigates the issue of region remnants during the exploration process. Detailed simulation and real-world experiments demonstrate the effectiveness and efficiency of our approach in various aspects. The source code will be released to benefit the further research."
Time-Optimal Path Parameterization for Cooperative Multi-Arm Robotic Systems with Third-Order Constraints,"Dio, Maximilian; Graichen, Knut; Völz, Andreas",,
MERSYS: A Collaborative Estimation and Dense Mapping System for Multi-Agent Generic SLAM,"Lai, Qianhua; Zhao, Enhao; Fan, Shicai; Zou, Jianxiao",,
A Slices Perspective for Incremental Nonparametric Inference in High Dimensional State Spaces,"Shienman, Moshe; Levy-Or, Ohad; Kaess, Michael; Indelman, Vadim",https://arxiv.org/abs/2405.16453,"We introduce an innovative method for incremental nonparametric probabilistic inference in high-dimensional state spaces. Our approach leverages \slices from high-dimensional surfaces to efficiently approximate posterior distributions of any shape. Unlike many existing graph-based methods, our \slices perspective eliminates the need for additional intermediate reconstructions, maintaining a more accurate representation of posterior distributions. Additionally, we propose a novel heuristic to balance between accuracy and efficiency, enabling real-time operation in nonparametric scenarios. In empirical evaluations on synthetic and real-world datasets, our \slices approach consistently outperforms other state-of-the-art methods. It demonstrates superior accuracy and achieves a significant reduction in computational complexity, often by an order of magnitude."
Enhanced Robotic Assistance for Human Activities through Human-Object Interaction Segment Prediction,"Wu, Yuankai; Messaoud, Rayene; Hildebrandt, Arne-Christoph; Baldini, Marco; Salihu, Driton; Patsch, Constantin; Steinbach, Eckehard",,
WidthFormer: Toward Efficient Transformer-based BEV View Transformation,"Yang, Chenhongyi; Lin, Tianwei; Huang, Lichao; Crowley, Elliot J.",https://arxiv.org/abs/2401.03836,"We present WidthFormer, a novel transformer-based module to compute Bird's-Eye-View (BEV) representations from multi-view cameras for real-time autonomous-driving applications. WidthFormer is computationally efficient, robust and does not require any special engineering effort to deploy. We first introduce a novel 3D positional encoding mechanism capable of accurately encapsulating 3D geometric information, which enables our model to compute high-quality BEV representations with only a single transformer decoder layer. This mechanism is also beneficial for existing sparse 3D object detectors. Inspired by the recently proposed works, we further improve our model's efficiency by vertically compressing the image features when serving as attention keys and values, and then we develop two modules to compensate for potential information loss due to feature compression. Experimental evaluation on the widely-used nuScenes 3D object detection benchmark demonstrates that our method outperforms previous approaches across different 3D detection architectures. More importantly, our model is highly efficient. For example, when using $256\times 704$ input images, it achieves 1.5 ms and 2.8 ms latency on NVIDIA 3090 GPU and Horizon Journey-5 computation solutions. Furthermore, WidthFormer also exhibits strong robustness to different degrees of camera perturbations. Our study offers valuable insights into the deployment of BEV transformation methods in real-world, complex road environments. Code is available at https://github.com/ChenhongyiYang/WidthFormer ."
Object Segmentation from Open-Vocabulary Manipulation Instructions Based on Optimal Transport Polygon Matching with Multimodal Foundation Models,"Nishimura, Takayuki; Kuyo, Katsuyuki; Kambara, Motonari; Sugiura, Komei",https://arxiv.org/abs/2407.00985,"We consider the task of generating segmentation masks for the target object from an object manipulation instruction, which allows users to give open vocabulary instructions to domestic service robots. Conventional segmentation generation approaches often fail to account for objects outside the camera's field of view and cases in which the order of vertices differs but still represents the same polygon, which leads to erroneous mask generation. In this study, we propose a novel method that generates segmentation masks from open vocabulary instructions. We implement a novel loss function using optimal transport to prevent significant loss where the order of vertices differs but still represents the same polygon. To evaluate our approach, we constructed a new dataset based on the REVERIE dataset and Matterport3D dataset. The results demonstrated the effectiveness of the proposed method compared with existing mask generation methods. Remarkably, our best model achieved a +16.32% improvement on the dataset compared with a representative polygon-based method."
FruitNeRF: A Unified Neural Radiance Field based Fruit Counting Framework,"Meyer, Lukas; Gilson, Andreas; Schmid, Ute; Stamminger, Marc",https://arxiv.org/abs/2408.06190,"We introduce FruitNeRF, a unified novel fruit counting framework that leverages state-of-the-art view synthesis methods to count any fruit type directly in 3D. Our framework takes an unordered set of posed images captured by a monocular camera and segments fruit in each image. To make our system independent of the fruit type, we employ a foundation model that generates binary segmentation masks for any fruit. Utilizing both modalities, RGB and semantic, we train a semantic neural radiance field. Through uniform volume sampling of the implicit Fruit Field, we obtain fruit-only point clouds. By applying cascaded clustering on the extracted point cloud, our approach achieves precise fruit count.The use of neural radiance fields provides significant advantages over conventional methods such as object tracking or optical flow, as the counting itself is lifted into 3D. Our method prevents double counting fruit and avoids counting irrelevant fruit.We evaluate our methodology using both real-world and synthetic datasets. The real-world dataset consists of three apple trees with manually counted ground truths, a benchmark apple dataset with one row and ground truth fruit location, while the synthetic dataset comprises various fruit types including apple, plum, lemon, pear, peach, and mango.Additionally, we assess the performance of fruit counting using the foundation model compared to a U-Net."
Vine Robots That Evert through Bending,"Wu, Rui; Mintchev, Stefano",https://arxiv.org/abs/2212.03951,"Everting, soft growing vine robots benefit from reduced friction with their environment, which allows them to navigate challenging terrain. Vine robots can use air pouches attached to their sides for lateral steering. However, when all pouches are serially connected, the whole robot can only perform one constant curvature in free space. It must contact the environment to navigate through obstacles along paths with multiple turns. This work presents a multi-segment vine robot that can navigate complex paths without interacting with its environment. This is achieved by a new steering method that selectively actuates each single pouch at the tip, providing high degrees of freedom with few control inputs. A small magnetic valve connects each pouch to a pressure supply line. A motorized tip mount uses an interlocking mechanism and motorized rollers on the outer material of the vine robot. As each valve passes through the tip mount, a permanent magnet inside the tip mount opens the valve so the corresponding pouch is connected to the pressure supply line at the same moment. Novel cylindrical pneumatic artificial muscles (cPAMs) are integrated into the vine robot and inflate to a cylindrical shape for improved bending characteristics compared to other state-of-the-art vine robots. The motorized tip mount controls a continuous eversion speed and enables controlled retraction. A final prototype was able to repeatably grow into different shapes and hold these shapes. We predict the path using a model that assumes a piecewise constant curvature along the outside of the multi-segment vine robot. The proposed multi-segment steering method can be extended to other soft continuum robot designs."
GenerOcc: Self-supervised Framework of Real-time 3D Occupancy Prediction for Monocular Generic Cameras,"Pan, Xianghui; Du, Jiayuan; Liu, Chengju; Chen, Qijun; Su, Shuai; Zong, Wenhao; Wang, Xiao",,
Contact Stability Control of Stepping Over Partial Footholds Using Plantar Tactile Feedback,"Guadarrama-Olvera, J. Rogelio; Kajita, Shuuji; Kanehiro, Fumio; Cheng, Gordon",,
Navigated Locomotion and Controllable Splitting of a Microswarm in a Complex Environment,"Liu, Yuezhen; Zeng, Guangjun; Du, Xingzhou; Fang, Kaiwen; Yu, Jiangfan",,
Just Flip: Flipped Observation Generation and Optimization for Neural Radiance Fields to Cover Unobserved View,"Lee, Sibaek; Kang, Kyeongsu; Yu, Hyeonwoo",https://arxiv.org/abs/2303.06335,"With the advent of Neural Radiance Field (NeRF), representing 3D scenes through multiple observations has shown remarkable improvements in performance. Since this cutting-edge technique is able to obtain high-resolution renderings by interpolating dense 3D environments, various approaches have been proposed to apply NeRF for the spatial understanding of robot perception. However, previous works are challenging to represent unobserved scenes or views on the unexplored robot trajectory, as these works do not take into account 3D reconstruction without observation information. To overcome this problem, we propose a method to generate flipped observation in order to cover unexisting observation for unexplored robot trajectory. To achieve this, we propose a data augmentation method for 3D reconstruction using NeRF by flipping observed images, and estimating flipped camera 6DOF poses. Our technique exploits the property of objects being geometrically symmetric, making it simple but fast and powerful, thereby making it suitable for robotic applications where real-time performance is important. We demonstrate that our method significantly improves three representative perceptual quality measures on the NeRF synthetic dataset."
Millipede-Inspired Multi-legged Magnetic Soft Robots for Targeted Locomotion in Tortuous Environments,"Wang, Yibin; Xiong, Yiting; Fang, Kaiwen; Yu, Jiangfan",,
Neural Trajectory Model: Implicit Neural Trajectory Representation for Trajectories Generation,"YU, Zihan; Tang, Yuqing",https://arxiv.org/abs/2402.01254,"Trajectory planning is a fundamental problem in robotics. It facilitates a wide range of applications in navigation and motion planning, control, and multi-agent coordination. Trajectory planning is a difficult problem due to its computational complexity and real-world environment complexity with uncertainty, non-linearity, and real-time requirements. The multi-agent trajectory planning problem adds another dimension of difficulty due to inter-agent interaction. Existing solutions are either search-based or optimization-based approaches with simplified assumptions of environment, limited planning speed, and limited scalability in the number of agents. In this work, we make the first attempt to reformulate single agent and multi-agent trajectory planning problem as query problems over an implicit neural representation of trajectories. We formulate such implicit representation as Neural Trajectory Models (NTM) which can be queried to generate nearly optimal trajectory in complex environments. We conduct experiments in simulation environments and demonstrate that NTM can solve single-agent and multi-agent trajectory planning problems. In the experiments, NTMs achieve (1) sub-millisecond panning time using GPUs, (2) almost avoiding all environment collision, (3) almost avoiding all inter-agent collision, and (4) generating almost shortest paths. We also demonstrate that the same NTM framework can also be used for trajectories correction and multi-trajectory conflict resolution refining low quality and conflicting multi-agent trajectories into nearly optimal solutions efficiently. (Open source code will be available at https://github.com/laser2099/neural-trajectory-model)"
Revolutionizing Battery Disassembly: The Design and Implementation of a Battery Disassembly Autonomous Mobile Manipulator Robot(BEAM-1),"Peng, Yanlong; Wang, Zhigang; Zhang, Yisheng; Zhang, Shengmin; cai, nan; Wu, Fan; Chen, Ming",https://arxiv.org/abs/2407.06590,"The efficient disassembly of end-of-life electric vehicle batteries(EOL-EVBs) is crucial for green manufacturing and sustainable development. The current pre-programmed disassembly conducted by the Autonomous Mobile Manipulator Robot(AMMR) struggles to meet the disassembly requirements in dynamic environments, complex scenarios, and unstructured processes. In this paper, we propose a Battery Disassembly AMMR(BEAM-1) system based on NeuralSymbolic AI. It detects the environmental state by leveraging a combination of multi-sensors and neural predicates and then translates this information into a quasi-symbolic space. In real-time, it identifies the optimal sequence of action primitives through LLM-heuristic tree search, ensuring high-precision execution of these primitives. Additionally, it employs positional speculative sampling using intuitive networks and achieves the disassembly of various bolt types with a meticulously designed end-effector. Importantly, BEAM-1 is a continuously learning embodied intelligence system capable of subjective reasoning like a human, and possessing intuition. A large number of real scene experiments have proved that it can autonomously perceive, decide, and execute to complete the continuous disassembly of bolts in multiple, multi-category, and complex situations, with a success rate of 98.78%. This research attempts to use NeuroSymbolic AI to give robots real autonomous reasoning, planning, and learning capabilities. BEAM-1 realizes the revolution of battery disassembly. Its framework can be easily ported to any robotic system to realize different application scenarios, which provides a ground-breaking idea for the design and implementation of future embodied intelligent robotic systems."
Flexible Informed Trees (FIT*): Adaptive Batch-Size Approach in Informed Sampling-Based Path Planning,"Zhang, Liding; Bing, Zhenshan; Chen, Kejia; Chen, Lingyun; Cai, Kuanqi; Zhang, Yu; Wu, Fan; Krumbholz, Peter; Yuan, Zhilin; Haddadin, Sami; Knoll, Alois",https://arxiv.org/abs/2310.12828,"In path planning, anytime almost-surely asymptotically optimal planners dominate the benchmark of sampling-based planners. A notable example is Batch Informed Trees (BIT*), where planners iteratively determine paths to batches of vertices within the exploration area. However, utilizing a consistent batch size is inefficient for initial pathfinding and optimal performance, it relies on effective task allocation. This paper introduces Flexible Informed Trees (FIT*), a sampling-based planner that integrates an adaptive batch-size method to enhance the initial path convergence rate. FIT* employs a flexible approach in adjusting batch sizes dynamically based on the inherent dimension of the configuration spaces and the hypervolume of the n-dimensional hyperellipsoid. By applying dense and sparse sampling strategy, FIT* improves convergence rate while finding successful solutions faster with lower initial solution cost. This method enhances the planner's ability to handle confined, narrow spaces in the initial finding phase and increases batch vertices sampling frequency in the optimization phase. FIT* outperforms existing single-query, sampling-based planners on the tested problems in R^2 to R^8, and was demonstrated on a real-world mobile manipulation task."
Outlier-Robust Geometric Perception: A Novel Thresholding-Based Estimator with Intra-Class Variance Maximization,"Sun, Lei",https://arxiv.org/abs/2204.01324,"Geometric perception problems are fundamental tasks in robotics and computer vision. In real-world applications, they often encounter the inevitable issue of outliers, preventing traditional algorithms from making correct estimates. In this paper, we present a novel general-purpose robust estimator TIVM (Thresholding with Intra-class Variance Maximization) that can collaborate with standard non-minimal solvers to efficiently reject outliers for geometric perception problems. First, we introduce the technique of intra-class variance maximization to design a dynamic 2-group thresholding method on the measurement residuals, aiming to distinctively separate inliers from outliers. Then, we develop an iterative framework that robustly optimizes the model by approaching the pure-inlier group using a multi-layered dynamic thresholding strategy as subroutine, in which a self-adaptive mechanism for layer-number tuning is further employed to minimize the user-defined parameters. We validate the proposed estimator on 3 classic geometric perception problems: rotation averaging, point cloud registration and category-level perception, and experiments show that it is robust against 70--90\% of outliers and can converge typically in only 3--15 iterations, much faster than state-of-the-art robust solvers such as RANSAC, GNC and ADAPT. Furthermore, another highlight is that: our estimator can retain approximately the same level of robustness even when the inlier-noise statistics of the problem are fully unknown."
Kinematics-aware Trajectory Generation and Prediction with Latent Stochastic Differential Modeling,"Jiao, Ruochen; Wang, Yixuan; Liu, Xiangguo; Zhan, Sinong; Huang, Chao; Zhu, Qi",https://arxiv.org/abs/2309.09317,"Trajectory generation and trajectory prediction are two critical tasks in autonomous driving, which generate various trajectories for testing during development and predict the trajectories of surrounding vehicles during operation, respectively. In recent years, emerging data-driven deep learning-based methods have shown great promise for these two tasks in learning various traffic scenarios and improving average performance without assuming physical models. However, it remains a challenging problem for these methods to ensure that the generated/predicted trajectories are physically realistic. This challenge arises because learning-based approaches often function as opaque black boxes and do not adhere to physical laws. Conversely, existing model-based methods provide physically feasible results but are constrained by predefined model structures, limiting their capabilities to address complex scenarios. To address the limitations of these two types of approaches, we propose a new method that integrates kinematic knowledge into neural stochastic differential equations (SDE) and designs a variational autoencoder based on this latent kinematics-aware SDE (LK-SDE) to generate vehicle motions. Experimental results demonstrate that our method significantly outperforms both model-based and learning-based baselines in producing physically realistic and precisely controllable vehicle trajectories. Additionally, it performs well in predicting unobservable physical variables in the latent space."
Two Teachers Are Better Than One: Leveraging Depth In Training Only For Unsupervised Obstacle Segmentation,"Eum, Sungmin; Lee, Hyungtae; Kwon, Heesung; Osteen, Philip; Harrison, Andre",,
Multi-Robot Communication-Aware Cooperative Belief Space Planning with Inconsistent Beliefs: An Action-Consistent Approach,"Kundu, Tanmoy; Rafaeli, Moshe; Indelman, Vadim",https://arxiv.org/abs/2403.05962,"Multi-robot belief space planning (MR-BSP) is essential for reliable and safe autonomy. While planning, each robot maintains a belief over the state of the environment and reasons how the belief would evolve in the future for different candidate actions. Yet, existing MR-BSP works have a common assumption that the beliefs of different robots are consistent at planning time. Such an assumption is often highly unrealistic, as it requires prohibitively extensive and frequent communication capabilities. In practice, each robot may have a different belief about the state of the environment. Crucially, when the beliefs of different robots are inconsistent, state-of-the-art MR-BSP approaches could result in a lack of coordination between the robots, and in general, could yield dangerous, unsafe and sub-optimal decisions. In this paper, we tackle this crucial gap. We develop a novel decentralized algorithm that is guaranteed to find a consistent joint action. For a given robot, our algorithm reasons for action preferences about 1) its local information, 2) what it perceives about the reasoning of the other robot, and 3) what it perceives about the reasoning of itself perceived by the other robot. This algorithm finds a consistent joint action whenever these steps yield the same best joint action obtained by reasoning about action preferences; otherwise, it self-triggers communication between the robots. Experimental results show efficacy of our algorithm in comparison with two baseline algorithms."
Applying Neural Monte Carlo Tree Search to Unsignalized Multi-Intersection Scheduling for Autonomous Vehicles,"Shi, Yucheng; wang, wenlong; Tao, Xiaowen; Dusparic, Ivana; Cahill, Vinny",,
SWIFT: Strategic Weather-informed Image-based Forecasting for Trajectories,"Xia, Youya; Nino, Jose; Han, Yutao; Campbell, Mark",,
Scheduling of Robotic Cellular Manufacturing Systems with Timed Petri Nets and Reinforcement Learning,"Yao, ZhuTao; Huang, Bo; Lv, Jianyong; Lu, Xiaoyu",,
Learning Concept-Based Causal Transition and Symbolic Reasoning for Visual Planning,"Qian, Yilue; Yu, Peiyu; Wu, Ying Nian; Su, Yao; Wang, Wei; Fan, Lifeng",https://arxiv.org/abs/2310.03325,"Visual planning simulates how humans make decisions to achieve desired goals in the form of searching for visual causal transitions between an initial visual state and a final visual goal state. It has become increasingly important in egocentric vision with its advantages in guiding agents to perform daily tasks in complex environments. In this paper, we propose an interpretable and generalizable visual planning framework consisting of i) a novel Substitution-based Concept Learner (SCL) that abstracts visual inputs into disentangled concept representations, ii) symbol abstraction and reasoning that performs task planning via the self-learned symbols, and iii) a Visual Causal Transition model (ViCT) that grounds visual causal transitions to semantically similar real-world actions. Given an initial state, we perform goal-conditioned visual planning with a symbolic reasoning method fueled by the learned representations and causal transitions to reach the goal state. To verify the effectiveness of the proposed model, we collect a large-scale visual planning dataset based on AI2-THOR, dubbed as CCTP. Extensive experiments on this challenging dataset demonstrate the superior performance of our method in visual task planning. Empirically, we show that our framework can generalize to unseen task trajectories, unseen object categories, and real-world data. Further details of this work are provided at https://fqyqc.github.io/ConTranPlan/."
AnytimeFusion: Parameter-free RGB Camera-Radar Sensor Fusion Algorithm in Complex Maritime Situations,"Shin, Yeongha; Kim, Hanguen; Kim, Jinwhan",,
Tactile Active Inference Reinforcement Learning for Efficient Robotic Manipulation Skill Acquisition,"Liu, Zihao; Liu, Xing; Liu, Zhengxiong; Zhang, Yizhai; Huang, Panfeng",https://arxiv.org/abs/2311.11287,"Robotic manipulation holds the potential to replace humans in the execution of tedious or dangerous tasks. However, control-based approaches are not suitable due to the difficulty of formally describing open-world manipulation in reality, and the inefficiency of existing learning methods. Thus, applying manipulation in a wide range of scenarios presents significant challenges. In this study, we propose a novel method for skill learning in robotic manipulation called Tactile Active Inference Reinforcement Learning (Tactile-AIRL), aimed at achieving efficient training. To enhance the performance of reinforcement learning (RL), we introduce active inference, which integrates model-based techniques and intrinsic curiosity into the RL process. This integration improves the algorithm's training efficiency and adaptability to sparse rewards. Additionally, we utilize a vision-based tactile sensor to provide detailed perception for manipulation tasks. Finally, we employ a model-based approach to imagine and plan appropriate actions through free energy minimization. Simulation results demonstrate that our method achieves significantly high training efficiency in non-prehensile objects pushing tasks. It enables agents to excel in both dense and sparse reward tasks with just a few interaction episodes, surpassing the SAC baseline. Furthermore, we conduct physical experiments on a gripper screwing task using our method, which showcases the algorithm's rapid learning capability and its potential for practical applications."
Implicit Neural Fusion of RGB and Far-Infrared 3D Imagery for Invisible Scenes,"Li, Xiangjie; Xie, Shuxiang; Sakurada, Ken; Sagawa, Ryusuke; Oishi, Takeshi",,
3DR-DIFF: Blind Diffusion Inpainting for 3D Point Cloud Reconstruction and Segmentation,"Kariyawasam Thanthrige, Yasas Mahima; Perera, Asanka; Anavatti, Sreenatha; Garratt, Matthew",,
Explosive Legged Robotic Hopping: Energy Accumulation and Power Amplification via Pneumatic Augmentation,"Chen, Yifei; Arturo, Gamboa-Gonzalez; Wehner, Michael; Xiong, Xiaobin",https://arxiv.org/abs/2312.05773,"We present a novel pneumatic augmentation to traditional electric motor-actuated legged robot to increase intermittent power density to perform infrequent explosive hopping behaviors. The pneumatic system is composed of a pneumatic pump, a tank, and a pneumatic actuator. The tank is charged up by the pump during regular hopping motion that is created by the electric motors. At any time after reaching a desired air pressure in the tank, a solenoid valve is utilized to rapidly release the air pressure to the pneumatic actuator (piston) which is used in conjunction with the electric motors to perform explosive hopping, increasing maximum hopping height for one or subsequent cycles. We show that, on a custom-designed one-legged hopping robot, without any additional power source and with this novel pneumatic augmentation system, their associated system identification and optimal control, the robot is able to realize highly explosive hopping with power amplification per cycle by a factor of approximately 5.4 times the power of electric motor actuation alone."
Audio-Visual Traffic Light State Detection for Urban Robots,"Gupta, Sagar; Cosgun, Akansel",https://arxiv.org/abs/2404.19281,"We present a multimodal traffic light state detection using vision and sound, from the viewpoint of a quadruped robot navigating in urban settings. This is a challenging problem because of the visual occlusions and noise from robot locomotion. Our method combines features from raw audio with the ratios of red and green pixels within bounding boxes, identified by established vision-based detectors. The fusion method aggregates features across multiple frames in a given timeframe, increasing robustness and adaptability. Results show that our approach effectively addresses the challenge of visual occlusion and surpasses the performance of single-modality solutions when the robot is in motion. This study serves as a proof of concept, highlighting the significant, yet often overlooked, potential of multi-modal perception in robotics."
Bidirectional Partial-to-Full Non-Rigid Point Set Registration with Non-Overlapping Filtering,"Yu, Hao; Min, Zhe; Liu, Mingyang; Song, Rui; Li, Yibin; Meng, Max Q.-H.",,
Soft Task Planning with Hierarchical Temporal Logic Specifications,"Chen, Ziyang; Zhou, Zhangli; Li, Lin; Kan, Zhen",,
Exploiting Hybrid Policy in Reinforcement Learning for Interpretable Temporal Logic Manipulation,"Zhang, Hao; Wang, Hao; Huang, Xiucai; Chen, Wenrui; Kan, Zhen",,
"GELLO: A General, Low-Cost, and Intuitive Teleoperation Framework for Robot Manipulators","Wu, Shiyao; Shentu, Yide; Yi, Zhongke; Lin, Xingyu; Abbeel, Pieter",https://arxiv.org/abs/2309.13037,"Humans can teleoperate robots to accomplish complex manipulation tasks. Imitation learning has emerged as a powerful framework that leverages human teleoperated demonstrations to teach robots new skills. However, the performance of the learned policies is bottlenecked by the quality, scale, and variety of the demonstration data. In this paper, we aim to lower the barrier to collecting large and high-quality human demonstration data by proposing a GEneraL framework for building LOw-cost and intuitive teleoperation systems for robotic manipulation (GELLO). Given a target robot arm, we build a GELLO controller device that has the same kinematic structure as the target arm, leveraging 3D-printed parts and economical off-the-shelf motors. GELLO is easy to build and intuitive to use. Through an extensive user study, we show that GELLO enables more reliable and efficient demonstration collection compared to other cost efficient teleoperation devices commonly used in the imitation learning literature such as virtual reality controllers and 3D spacemouses. We further demonstrate the capabilities of GELLO for performing complex bi-manual and contact-rich manipulation tasks. To make GELLO accessible to everyone, we have designed and built GELLO systems for 3 commonly used robotic arms: Franka, UR5, and xArm. All software and hardware are open-sourced and can be found on our website: https://wuphilipp.github.io/gello/."
